peak.position	peak	old.mapping	new.mapping	old.insideFeature	new.insideFeature	old.distance	new.distance	mapping.changed	randoms
chrII:13714168-13714853	ELT2peak02974	pcrg-1 (WBGene00017122)	zipt-2.3 (WBGene00013207)	overlapStart	inside	154	1040	TRUE	5305
chrIII:7128236-7129031	ELT2peak03913	lec-1 (WBGene00002264)	viro-2 (WBGene00015107)	inside	overlapStart	291	130	TRUE	5306
chrX:4137677-4138363	ELT2peak08619	hsp-16.2 (WBGene00002016)	ZK470.2 (WBGene00022745)	overlapStart	inside	105	2544	TRUE	5307
chrII:13575487-13575974	ELT2peak02952	T02G5.15 (WBGene00206521)	lin-38 (WBGene00013006)	upstream	overlapStart	2468	49	TRUE	5308
chrIV:4712327-4713028	ELT2peak05092	anmt-2 (WBGene00018340)	yars-2 (WBGene00006968)	inside	overlapStart	158	297	TRUE	5309
chrIV:12044828-12045741	ELT2peak05893	hmt-1 (WBGene00001815)	T12G3.2 (WBGene00011738)	overlapEnd	inside	49	1226	TRUE	5310
chrX:2068227-2068948	ELT2peak08384	ZK550.6 (WBGene00014000)	acl-4 (WBGene00018657)	inside	inside	9	1493	TRUE	5311
chrII:9156309-9156801	ELT2peak02477	Y43F8B.2 (WBGene00012813)	oac-54 (WBGene00012323)	overlapEnd	upstream	379	1307	TRUE	5312
chrII:8127130-8127914	ELT2peak02347	C43D7.7 (WBGene00008069)	ulp-4 (WBGene00006739)	upstream	upstream	76	2046	TRUE	5313
chrX:5834726-5835208	ELT2peak08828	unc-62 (WBGene00006796)	F13D11.4 (WBGene00017429)	inside	overlapStart	1174	132	TRUE	5314
chrIII:5835432-5835895	ELT2peak03745	T24D8.6 (WBGene00020769)	R12B2.6 (WBGene00020020)	upstream	upstream	2208	434	TRUE	5315
chrI:2935509-2936249	ELT2peak00222	abtm-1 (WBGene00022281)	cogc-3 (WBGene00022121)	overlapStart	inside	34	4048	TRUE	5316
chrII:6879933-6880951	ELT2peak02169	vab-19 (WBGene00006882)	C44B7.7 (WBGene00016629)	overlapEnd	overlapStart	167	247	TRUE	5317
chrII:4801217-4802002	ELT2peak01799	cox-4 (WBGene00012354)	rig-6 (WBGene00016354)	overlapStart	inside	211	3063	TRUE	5318
chrI:5379278-5380535	ELT2peak00476	gcy-28 (WBGene00020131)	C24A11.2 (WBGene00016041)	unmapped ± 5Kb	overlapStart	9056	375	TRUE	5319
chrII:2827557-2828739	ELT2peak01636	K11D2.4 (WBGene00010770)	K12H6.6 (WBGene00019686)	inside	overlapEnd	3230	145	TRUE	5320
chrII:4949449-4950199	ELT2peak01833	tfg-1 (WBGene00006565)	try-1 (WBGene00006619)	overlapEnd	overlapStart	406	78	TRUE	5321
chrI:3129522-3130060	ELT2peak00240	T16G1.7 (WBGene00011801)	K09H9.9 (WBGene00219460)	overlapStart	downstream	196	2914	TRUE	5322
chrX:9225169-9226029	ELT2peak09270	folt-3 (WBGene00044738)	vav-1 (WBGene00006887)	overlapStart	inside	133	6046	TRUE	5323
chrIV:13788571-13789323	ELT2peak06073	epc-1 (WBGene00007030)	sas-6 (WBGene00012888)	overlapStart	overlapStart	358	156	TRUE	5324
chrV:15354607-15355145	ELT2peak07799	lips-5 (WBGene00011725)	C29F3.7 (WBGene00007807)	inside	overlapStart	2041	226	TRUE	5325
chrIV:12361632-12362155	ELT2peak05920	rsks-1 (WBGene00012929)	ccr-4 (WBGene00000376)	upstream	inside	1351	90	TRUE	5326
chrII:13671986-13672712	ELT2peak02966	C27H5.4 (WBGene00016174)	rpoa-1 (WBGene00012999)	inside	inside	280	1353	TRUE	5327
chrIV:1211926-1212605	ELT2peak04763	spr-3 (WBGene00005008)	dsl-1 (WBGene00001103)	overlapEnd	upstream	132	3824	TRUE	5328
chrIII:6081240-6081997	ELT2peak03785	ash-2 (WBGene00012458)	attf-4 (WBGene00015477)	overlapStart	inside	81	677	TRUE	5329
chrIV:12882989-12883467	ELT2peak05980	Y56A3A.6 (WBGene00013227)	ZK896.4 (WBGene00014135)	downstream	overlapStart	612	157	TRUE	5330
chrI:4311342-4312186	ELT2peak00348	C34B4.2 (WBGene00007907)	Y47D9A.1 (WBGene00021628)	upstream	downstream	1254	3098	TRUE	5331
chrII:6177837-6179701	ELT2peak02052	E01B7.2 (WBGene00008442)	F40H3.1 (WBGene00018249)	overlapStart	upstream	77	166	TRUE	5332
chrII:13665160-13665664	ELT2peak02963	Y44A6D.3 (WBGene00012854)	C31C9.6 (WBGene00007840)	upstream	upstream	1207	3079	TRUE	5333
chrII:2677439-2678178	ELT2peak01627	clec-17 (WBGene00008477)	F22E5.17 (WBGene00017712)	downstream	overlapStart	436	137	TRUE	5334
chrII:5698150-5699356	ELT2peak01980	T07D3.4 (WBGene00020307)	C25H3.10 (WBGene00016119)	inside	overlapStart	2598	387	TRUE	5335
chrIV:6376499-6376988	ELT2peak05231	nhr-10 (WBGene00003609)	hrpf-2 (WBGene00022253)	upstream	overlapStart	1074	24	TRUE	5336
chrIII:3869080-3869955	ELT2peak03491	lact-2 (WBGene00014164)	tir-1 (WBGene00006575)	upstream	overlapEnd	30	364	TRUE	5337
chrV:6823302-6824067	ELT2peak06809	igeg-1 (WBGene00017901)	T15B7.8 (WBGene00020520)	upstream	inside	4381	1493	TRUE	5338
chrX:13752547-13753390	ELT2peak09831	C30F2.3 (WBGene00007817)	nhr-71 (WBGene00003661)	downstream	downstream	1960	770	TRUE	5339
chrV:11175445-11175977	ELT2peak07295	eppl-1 (WBGene00020139)	gpa-1 (WBGene00001663)	overlapEnd	inside	68	878	TRUE	5340
chrV:19320226-19320705	ELT2peak08073	Y62E10A.13 (WBGene00013379)	sdz-6 (WBGene00008068)	inside	overlapStart	2924	81	TRUE	5341
chrX:12465340-12466018	ELT2peak09644	ZK287.7 (WBGene00013967)	cdf-2 (WBGene00011821)	upstream	inside	11	700	TRUE	5342
chrX:5475023-5475822	ELT2peak08789	R03G8.3 (WBGene00010998)	dpyd-1 (WBGene00016103)	upstream	downstream	292	2339	TRUE	5343
chrV:15166792-15167338	ELT2peak07775	mboa-7 (WBGene00008806)	srz-11 (WBGene00023506)	overlapStart	downstream	126	2274	TRUE	5344
chrV:18841100-18842658	ELT2peak08038	C48D1.9 (WBGene00194643)	nhr-65 (WBGene00003655)	downstream	inside	1146	1790	TRUE	5345
chrI:6835159-6835914	ELT2peak00652	lpin-1 (WBGene00010425)	ahcy-1 (WBGene00019322)	overlapEnd	upstream	211	461	TRUE	5346
chrV:20010799-20011647	ELT2peak08142	ttyh-1 (WBGene00009632)	Y60A3A.21 (WBGene00013366)	upstream	upstream	223	312	TRUE	5347
chrV:11202164-11202959	ELT2peak07298	eppl-1 (WBGene00020139)	K10D6.4 (WBGene00010744)	upstream	inside	2194	259	TRUE	5348
chrI:14737257-14737735	ELT2peak01386	scpl-1 (WBGene00007054)	K05C4.7 (WBGene00010583)	upstream	overlapStart	1918	33	TRUE	5349
chrV:19672322-19672821	ELT2peak08121	hizr-1 (WBGene00013976)	Y43F8C.11 (WBGene00012833)	overlapStart	downstream	329	911	TRUE	5350
chrIII:8511893-8512596	ELT2peak04094	cysl-2 (WBGene00010759)	pac-1 (WBGene00015418)	upstream	inside	794	6283	TRUE	5351
chrIII:4419253-4420051	ELT2peak03555	ZK666.11 (WBGene00014049)	cku-80 (WBGene00000520)	overlapStart	overlapStart	15	203	TRUE	5352
chrIV:8614631-8615323	ELT2peak05483	F22B7.9 (WBGene00017698)	cyp-33E3 (WBGene00018333)	upstream	overlapStart	2055	301	TRUE	5353
chrV:2050087-2050579	ELT2peak06417	Y77E11A.2 (WBGene00022307)	comt-4 (WBGene00021491)	inside	overlapStart	369	85	TRUE	5354
chrIII:4552792-4553531	ELT2peak03577	Y102A11A.9 (WBGene00022419)	imph-1 (WBGene00010908)	inside	upstream	1394	87	TRUE	5355
chrIV:17321945-17323188	ELT2peak06260	cutl-24 (WBGene00021396)	C49C3.4 (WBGene00008194)	overlapStart	inside	185	1150	TRUE	5356
chrX:8097049-8097832	ELT2peak09126	unc-83 (WBGene00006815)	catp-5 (WBGene00019493)	upstream	inside	3394	1031	TRUE	5357
chrII:10654921-10655389	ELT2peak02672	C25H3.3 (WBGene00016112)	lact-3 (WBGene00010897)	overlapStart	inside	247	2452	TRUE	5358
chrIV:1555306-1555985	ELT2peak04797	imph-1 (WBGene00010908)	C34H4.1 (WBGene00016424)	downstream	overlapStart	94	273	TRUE	5359
chrIV:13707733-13708402	ELT2peak06063	gei-15 (WBGene00001572)	tlp-1 (WBGene00006580)	overlapEnd	upstream	407	3651	TRUE	5360
chrI:7968700-7969789	ELT2peak00794	ZC328.3 (WBGene00022593)	rbg-2 (WBGene00004318)	overlapStart	inside	239	2654	TRUE	5361
chrIII:7315141-7315515	ELT2peak03945	unc-2 (WBGene00006742)	F56C9.7 (WBGene00018951)	unmapped ± 5Kb	upstream	8588	164	TRUE	5362
chrII:13695969-13696674	ELT2peak02970	num-1 (WBGene00003830)	rpoa-1 (WBGene00012999)	inside	upstream	146	1182	TRUE	5363
chrX:2089344-2090072	ELT2peak08387	F26D10.13 (WBGene00044244)	lsy-2 (WBGene00003087)	downstream	overlapStart	90	315	TRUE	5364
chrII:8065684-8066795	ELT2peak02334	R11F4.1 (WBGene00020007)	pdha-1 (WBGene00011510)	overlapEnd	overlapStart	390	427	TRUE	5365
chrX:14557372-14558545	ELT2peak09928	zip-9 (WBGene00077761)	nhr-3 (WBGene00003602)	overlapEnd	overlapStart	367	41	TRUE	5366
chrIII:2737811-2738985	ELT2peak03373	M176.11 (WBGene00010947)	Y71H2AM.13 (WBGene00022178)	overlapStart	inside	81	546	TRUE	5367
chrV:3935858-3936599	ELT2peak06523	Y94H6A.3 (WBGene00022376)	cyp-35A5 (WBGene00019473)	overlapStart	overlapStart	243	273	TRUE	5368
chrV:11716849-11717554	ELT2peak07359	del-8 (WBGene00007518)	daf-11 (WBGene00000907)	unmapped ± 5Kb	downstream	7118	535	TRUE	5369
chrX:4920860-4921771	ELT2peak08721	folt-2 (WBGene00018138)	K05B2.4 (WBGene00019404)	overlapStart	overlapStart	220	128	TRUE	5370
chrV:9170352-9171019	ELT2peak07025	paqr-1 (WBGene00016610)	gad-3 (WBGene00015057)	inside	inside	677	1959	TRUE	5371
chrIII:7067345-7068035	ELT2peak03902	F32A11.1 (WBGene00009307)	ger-1 (WBGene00019813)	overlapStart	overlapStart	87	132	TRUE	5372
chrII:4899669-4900154	ELT2peak01814	W04A8.1 (WBGene00012236)	R05F9.9 (WBGene00019892)	overlapStart	overlapEnd	198	190	TRUE	5373
chrIII:6383087-6383604	ELT2peak03832	clec-4 (WBGene00012583)	let-716 (WBGene00002850)	overlapStart	overlapStart	236	52	TRUE	5374
chrI:4314282-4315084	ELT2peak00349	C34B4.2 (WBGene00007907)	anc-1 (WBGene00000140)	overlapStart	upstream	110	2949	TRUE	5375
chrI:9722063-9722901	ELT2peak00983	D2030.3 (WBGene00008413)	eat-16 (WBGene00001145)	inside	overlapStart	83	351	TRUE	5376
chrX:13328836-13329503	ELT2peak09767	ugt-49 (WBGene00007070)	sir-2.2 (WBGene00004801)	overlapStart	inside	65	584	TRUE	5377
chrX:13934216-13934943	ELT2peak09856	C05A2.4 (WBGene00220253)	elt-3 (WBGene00001251)	downstream	overlapStart	2379	60	TRUE	5378
chrII:9421826-9423215	ELT2peak02519	C04G6.2 (WBGene00015453)	M176.11 (WBGene00010947)	upstream	overlapStart	63	81	TRUE	5379
chrI:3672542-3673110	ELT2peak00277	pnn-1 (WBGene00011308)	smp-2 (WBGene00004890)	overlapStart	upstream	594	842	TRUE	5380
chrV:11228677-11229443	ELT2peak07306	pkg-2 (WBGene00015650)	pqn-70 (WBGene00004152)	unmapped ± 5Kb	overlapStart	7415	26	TRUE	5381
chrI:7658986-7659521	ELT2peak00759	F53C11.1 (WBGene00009971)	F26A3.4 (WBGene00009142)	overlapStart	upstream	278	695	TRUE	5382
chrIII:13548948-13549649	ELT2peak04634	sel-8 (WBGene00004765)	Y76A2B.5 (WBGene00013577)	unmapped ± 5Kb	overlapStart	5376	72	TRUE	5383
chrI:6310935-6311588	ELT2peak00591	erm-1 (WBGene00001333)	col-58 (WBGene00000634)	inside	overlapStart	3108	294	TRUE	5384
chrIV:12975894-12976594	ELT2peak06004	nob-1 (WBGene00003779)	dod-17 (WBGene00010745)	inside	overlapStart	1748	337	TRUE	5385
chrV:13578638-13579112	ELT2peak07603	R09H10.5 (WBGene00011182)	C50B8.6 (WBGene00008228)	inside	overlapStart	875	140	TRUE	5386
chrV:6536957-6537497	ELT2peak06776	M01H9.3 (WBGene00019719)	dre-1 (WBGene00001089)	inside	inside	2936	3343	TRUE	5387
chrX:9547432-9547940	ELT2peak09304	F40A3.7 (WBGene00018222)	F49E2.5 (WBGene00009888)	overlapEnd	inside	200	3762	TRUE	5388
chrV:18345976-18346580	ELT2peak08013	ver-3 (WBGene00006896)	C08E8.3 (WBGene00007439)	upstream	upstream	1428	3568	TRUE	5389
chrX:15181513-15181782	ELT2peak09999	F22H10.2 (WBGene00017726)	T10B10.3 (WBGene00011680)	downstream	upstream	1994	12	TRUE	5390
chrII:11974372-11975212	ELT2peak02822	T28D9.1 (WBGene00020894)	Y17G7B.21 (WBGene00012472)	overlapStart	overlapEnd	7	22	TRUE	5391
chrII:9470016-9470688	ELT2peak02521	mpk-2 (WBGene00003402)	T19H5.6 (WBGene00044807)	inside	overlapStart	654	66	TRUE	5392
chrV:20716431-20717382	ELT2peak08198	eps-8 (WBGene00001330)	Y44A6C.1 (WBGene00012850)	unmapped ± 5Kb	overlapEnd	6053	441	TRUE	5393
chrX:827452-828326	ELT2peak08286	sfxn-1.5 (WBGene00011440)	F39H12.2 (WBGene00018213)	overlapStart	upstream	91	1932	TRUE	5394
chrII:5501137-5501615	ELT2peak01944	K01A2.4 (WBGene00019279)	F12A10.8 (WBGene00017397)	upstream	overlapStart	465	206	TRUE	5395
chrX:17610354-17611610	ELT2peak10258	cgt-2 (WBGene00017625)	C16H3.3 (WBGene00015868)	overlapEnd	upstream	517	306	TRUE	5396
chrIII:8999601-9000717	ELT2peak04168	gst-28 (WBGene00001776)	F59B2.3 (WBGene00010308)	overlapStart	overlapStart	105	184	TRUE	5397
chrI:12206467-12207382	ELT2peak01203	gei-17 (WBGene00001574)	C15C6.3 (WBGene00007602)	inside	overlapStart	2727	285	TRUE	5398
chrIV:4150105-4150805	ELT2peak05022	C31H2.4 (WBGene00016294)	R07C12.1 (WBGene00019931)	overlapStart	upstream	93	1742	TRUE	5399
chrV:10087051-10087774	ELT2peak07135	ifo-1 (WBGene00018350)	R04B5.5 (WBGene00011003)	overlapStart	overlapStart	20	294	TRUE	5400
chrV:13736082-13736570	ELT2peak07625	srd-7 (WBGene00005085)	F35E12.6 (WBGene00009430)	downstream	overlapStart	271	165	TRUE	5401
chrV:10432545-10433203	ELT2peak07188	hcf-1 (WBGene00001827)	Y32F6A.4 (WBGene00012529)	overlapStart	inside	198	401	TRUE	5402
chrII:6741348-6741901	ELT2peak02144	F43C11.7 (WBGene00018384)	exos-8 (WBGene00018305)	overlapEnd	overlapStart	363	238	TRUE	5403
chrX:1012323-1013019	ELT2peak08305	rho-1 (WBGene00004357)	nlf-1 (WBGene00018854)	overlapEnd	overlapEnd	139	304	TRUE	5404
chrIII:3389308-3390644	ELT2peak03425	Y53C12A.3 (WBGene00013139)	C56G7.3 (WBGene00008348)	overlapStart	overlapStart	72	586	TRUE	5405
chrI:4731843-4732554	ELT2peak00399	tfbm-1 (WBGene00020189)	ugt-25 (WBGene00015692)	inside	inside	603	240	TRUE	5406
chrI:4920029-4920749	ELT2peak00415	F28H1.1 (WBGene00017908)	F21F3.7 (WBGene00017676)	upstream	inside	611	21	TRUE	5407
chrII:8075213-8075947	ELT2peak02338	R03H10.1 (WBGene00019854)	K02C4.2 (WBGene00010501)	overlapStart	overlapStart	197	187	TRUE	5408
chrV:7895265-7895976	ELT2peak06881	F41H10.4 (WBGene00018317)	F40A3.7 (WBGene00018222)	overlapStart	overlapEnd	57	200	TRUE	5409
chrII:5572014-5572766	ELT2peak01959	sms-5 (WBGene00021075)	C17C3.1 (WBGene00015887)	downstream	inside	756	1442	TRUE	5410
chrIV:8865335-8865668	ELT2peak05504	pdhk-2 (WBGene00022719)	C09G9.1 (WBGene00007492)	overlapEnd	overlapStart	486	148	TRUE	5411
chrIV:9370974-9371655	ELT2peak05562	pde-2 (WBGene00011146)	C10C5.2 (WBGene00007506)	upstream	overlapStart	3959	147	TRUE	5412
chrIII:910796-911464	ELT2peak03203	T13H5.1 (WBGene00011755)	bra-2 (WBGene00017757)	inside	overlapStart	1908	203	TRUE	5413
chrX:9954526-9955294	ELT2peak09343	K07C11.4 (WBGene00019477)	cysl-1 (WBGene00007653)	overlapStart	overlapStart	197	7	TRUE	5414
chrV:4646973-4647683	ELT2peak06561	Y54G2A.75 (WBGene00235102)	F41F3.3 (WBGene00018297)	overlapEnd	overlapEnd	287	18	TRUE	5415
chrII:7808760-7809574	ELT2peak02294	asp-1 (WBGene00000214)	cki-1 (WBGene00000516)	downstream	upstream	1968	1666	TRUE	5416
chrV:16640382-16641090	ELT2peak07914	ZK795.2 (WBGene00014082)	mltn-11 (WBGene00012310)	overlapStart	inside	3	547	TRUE	5417
chrX:4439338-4440008	ELT2peak08653	C52G5.2 (WBGene00008260)	F15A8.1 (WBGene00017476)	unmapped ± 5Kb	upstream	7748	933	TRUE	5418
chrIV:11122755-11123520	ELT2peak05774	unc-50 (WBGene00006785)	enpl-1 (WBGene00011480)	overlapEnd	overlapEnd	359	365	TRUE	5419
chrV:17347602-17348293	ELT2peak07951	pin-2 (WBGene00004030)	fbxa-188 (WBGene00009839)	overlapStart	overlapStart	231	54	TRUE	5420
chrI:9104804-9105927	ELT2peak00898	pdi-3 (WBGene00003964)	gei-17 (WBGene00001574)	inside	inside	1011	2012	TRUE	5421
chrIV:1403902-1404561	ELT2peak04781	pdi-2 (WBGene00003963)	Y77E11A.14 (WBGene00022314)	overlapEnd	upstream	276	1981	TRUE	5422
chrX:5524155-5524722	ELT2peak08799	F17H10.1 (WBGene00008925)	lgx-1 (WBGene00002983)	overlapEnd	downstream	66	477	TRUE	5423
chrI:3120640-3121150	ELT2peak00237	dhrs-4 (WBGene00010063)	C45E1.4 (WBGene00016663)	overlapStart	upstream	135	3012	TRUE	5424
chrIV:9718431-9719028	ELT2peak05603	T25B2.2 (WBGene00020786)	K01H12.4 (WBGene00010486)	overlapStart	downstream	166	3545	TRUE	5425
chrX:5210260-5210978	ELT2peak08750	T20D4.15 (WBGene00020620)	H28G03.2 (WBGene00019250)	downstream	inside	2086	4500	TRUE	5426
chrIII:5407844-5408727	ELT2peak03686	vha-6 (WBGene00006915)	W03A5.1 (WBGene00020966)	overlapStart	overlapStart	30	44	TRUE	5427
chrIII:9620091-9620384	ELT2peak04233	cec-8 (WBGene00021913)	hlh-11 (WBGene00001955)	downstream	inside	1185	380	TRUE	5428
chrIV:11587959-11589235	ELT2peak05832	W09D10.4 (WBGene00012362)	F40F11.4 (WBGene00009589)	upstream	overlapEnd	1172	304	TRUE	5429
chrI:10751940-10752401	ELT2peak01105	lin-28 (WBGene00003014)	daf-16 (WBGene00000912)	overlapEnd	inside	452	1597	TRUE	5430
chrIII:5146572-5147904	ELT2peak03650	bigr-1 (WBGene00009512)	Y54H5A.2 (WBGene00021900)	upstream	inside	1040	1674	TRUE	5431
chrII:13951214-13952773	ELT2peak03005	nhr-21 (WBGene00003620)	sre-44 (WBGene00012329)	upstream	overlapEnd	1104	655	TRUE	5432
chrII:12985950-12986903	ELT2peak02899	egl-27 (WBGene00001194)	cyd-1 (WBGene00000870)	unmapped ± 5Kb	inside	6073	5359	TRUE	5433
chrIII:4017958-4018436	ELT2peak03516	F09E10.1 (WBGene00017294)	tbb-2 (WBGene00006537)	downstream	upstream	1385	315	TRUE	5434
chrIII:12609778-12611212	ELT2peak04551	H05C05.1 (WBGene00019157)	Y111B2A.12 (WBGene00013735)	inside	inside	1523	489	TRUE	5435
chrI:2848364-2849065	ELT2peak00209	Y39G10AR.11 (WBGene00021469)	ccb-2 (WBGene00021125)	overlapStart	inside	270	727	TRUE	5436
chrIV:11721752-11722543	ELT2peak05853	sca-1 (WBGene00004736)	magi-1 (WBGene00010444)	inside	inside	80	6713	TRUE	5437
chrIII:12614513-12615363	ELT2peak04553	Y55D5A.1 (WBGene00021915)	Y111B2A.12 (WBGene00013735)	upstream	inside	996	5224	TRUE	5438
chrIV:1148620-1149363	ELT2peak04759	B0284.3 (WBGene00007133)	C50A2.3 (WBGene00016797)	overlapStart	inside	27	2939	TRUE	5439
chrII:50796-51264	ELT2peak01415	ZC434.9 (WBGene00013895)	sptl-1 (WBGene00016020)	upstream	overlapStart	312	192	TRUE	5440
chrX:3241013-3242660	ELT2peak08522	F48G7.10 (WBGene00018621)	irg-7 (WBGene00018237)	includeFeature	inside	117	964	TRUE	5441
chrX:6748997-6750713	ELT2peak08967	C14C11.4 (WBGene00015768)	abts-4 (WBGene00019844)	overlapEnd	inside	362	1701	TRUE	5442
chrI:3860285-3861025	ELT2peak00307	nhr-64 (WBGene00003654)	guk-1 (WBGene00020190)	inside	inside	681	909	TRUE	5443
chrX:14015671-14016412	ELT2peak09870	sdc-1 (WBGene00004745)	C04C11.25 (WBGene00284855)	overlapStart	upstream	138	205	TRUE	5444
chrX:14561142-14561809	ELT2peak09930	F17C11.4 (WBGene00008915)	nhr-3 (WBGene00003602)	overlapEnd	overlapEnd	64	283	TRUE	5445
chrI:8759651-8760503	ELT2peak00860	dpy-14 (WBGene00001075)	tin-13 (WBGene00006574)	overlapStart	overlapStart	381	137	TRUE	5446
chrV:11770862-11771541	ELT2peak07365	D1046.16 (WBGene00219476)	F55A11.4 (WBGene00010077)	overlapStart	inside	244	406	TRUE	5447
chrII:8917286-8918231	ELT2peak02440	Y43F8B.13 (WBGene00012823)	B0457.6 (WBGene00007180)	overlapStart	upstream	208	4192	TRUE	5448
chrV:211737-212269	ELT2peak06292	drl-1 (WBGene00017578)	DC2.5 (WBGene00017082)	upstream	inside	577	518	TRUE	5449
chrIII:10096391-10097293	ELT2peak04303	tbc-10 (WBGene00019915)	bath-43 (WBGene00011815)	inside	inside	4542	788	TRUE	5450
chrIV:13714462-13715222	ELT2peak06064	F41B4.3 (WBGene00018259)	C47A4.1 (WBGene00008122)	overlapStart	downstream	235	684	TRUE	5451
chrV:5490143-5490812	ELT2peak06626	Y37E11B.10 (WBGene00021381)	T05C3.6 (WBGene00020256)	overlapStart	overlapStart	96	227	TRUE	5452
chrX:11515287-11515858	ELT2peak09538	spl-2 (WBGene00006418)	hpo-34 (WBGene00009259)	overlapStart	inside	720	3204	TRUE	5453
chrI:9141484-9142224	ELT2peak00910	kin-14 (WBGene00002198)	ZK858.6 (WBGene00014119)	overlapStart	inside	275	3217	TRUE	5454
chrV:2235798-2236279	ELT2peak06434	Y41D4B.14 (WBGene00021516)	cyp-33C4 (WBGene00018413)	overlapStart	overlapStart	466	117	TRUE	5455
chrV:6427359-6428061	ELT2peak06752	F55F10.1 (WBGene00018898)	alh-4 (WBGene00000110)	overlapStart	inside	93	147	TRUE	5456
chrX:9638779-9639568	ELT2peak09315	ceh-37 (WBGene00000458)	F34H10.5 (WBGene00009382)	inside	downstream	2763	1895	TRUE	5457
chrIII:2310898-2311677	ELT2peak03342	C01G6.5 (WBGene00007227)	fbxa-66 (WBGene00021865)	downstream	inside	407	974	TRUE	5458
chrV:20005483-20006520	ELT2peak08141	pgp-4 (WBGene00003998)	unc-51 (WBGene00006786)	downstream	upstream	807	998	TRUE	5459
chrIII:5013667-5014627	ELT2peak03629	ilkp-1 (WBGene00009354)	larp-1 (WBGene00020097)	overlapStart	inside	56	3233	TRUE	5460
chrI:4171946-4172750	ELT2peak00331	cogc-1 (WBGene00003258)	R12E2.11 (WBGene00020036)	unmapped ± 5Kb	overlapEnd	6042	317	TRUE	5461
chrI:10414363-10414831	ELT2peak01066	eif-2beta (WBGene00010560)	blmp-1 (WBGene00003847)	upstream	overlapEnd	191	124	TRUE	5462
chrII:12197746-12198982	ELT2peak02842	epg-5 (WBGene00016968)	polg-1 (WBGene00013258)	upstream	inside	51	977	TRUE	5463
chrV:12513793-12514553	ELT2peak07471	nhr-34 (WBGene00003627)	T28H10.3 (WBGene00012144)	inside	inside	2810	388	TRUE	5464
chrII:7151903-7152673	ELT2peak02211	ZK355.2 (WBGene00022712)	fust-1 (WBGene00016173)	upstream	overlapStart	870	107	TRUE	5465
chrV:6222639-6223660	ELT2peak06709	drd-50 (WBGene00018643)	W06H8.6 (WBGene00021068)	overlapEnd	inside	197	1390	TRUE	5466
chrX:8231809-8232296	ELT2peak09143	moc-2 (WBGene00003385)	K02A6.3 (WBGene00019294)	inside	overlapStart	276	125	TRUE	5467
chrIV:13316912-13317685	ELT2peak06034	zip-1 (WBGene00006986)	fat-1 (WBGene00001393)	inside	inside	2385	1126	TRUE	5468
chrV:5067331-5068053	ELT2peak06599	T26C12.3 (WBGene00020833)	Y58A7A.1 (WBGene00021975)	overlapStart	overlapEnd	563	306	TRUE	5469
chrX:13247539-13248030	ELT2peak09750	lys-1 (WBGene00003090)	K08H2.7 (WBGene00010693)	inside	inside	332	276	TRUE	5470
chrIV:9651112-9651803	ELT2peak05590	dos-1 (WBGene00013980)	F58G6.9 (WBGene00044107)	inside	overlapStart	440	282	TRUE	5471
chrV:1131168-1131702	ELT2peak06354	plx-1 (WBGene00004047)	W07B8.4 (WBGene00021072)	unmapped ± 5Kb	inside	7565	240	TRUE	5472
chrII:15167301-15167779	ELT2peak03117	algn-6 (WBGene00007435)	gst-28 (WBGene00001776)	overlapStart	overlapStart	68	105	TRUE	5473
chrIV:11956240-11956794	ELT2peak05883	nhr-120 (WBGene00003710)	gdh-1 (WBGene00014095)	upstream	downstream	2185	699	TRUE	5474
chrX:13354652-13355418	ELT2peak09777	ZK662.2 (WBGene00014039)	mxl-3 (WBGene00003511)	downstream	upstream	2177	3848	TRUE	5475
chrIV:12787003-12787711	ELT2peak05964	crh-1 (WBGene00000793)	unc-31 (WBGene00006767)	inside	overlapEnd	1849	198	TRUE	5476
chrIII:8645939-8646444	ELT2peak04104	pccb-1 (WBGene00018701)	twk-7 (WBGene00006662)	inside	upstream	247	2200	TRUE	5477
chrX:7814664-7815423	ELT2peak09092	K02D3.2 (WBGene00010505)	sek-1 (WBGene00004758)	overlapStart	upstream	521	1297	TRUE	5478
chrIV:8159934-8160601	ELT2peak05426	C02F5.12 (WBGene00015352)	faah-1 (WBGene00015047)	overlapStart	inside	318	576	TRUE	5479
chrII:10819929-10820474	ELT2peak02680	F10C1.9 (WBGene00044296)	R06F6.8 (WBGene00011071)	upstream	overlapStart	312	49	TRUE	5480
chrX:10684462-10685145	ELT2peak09427	C44H4.4 (WBGene00008094)	phf-31 (WBGene00008747)	overlapStart	downstream	82	1499	TRUE	5481
chrX:6256859-6257380	ELT2peak08887	F46G10.2 (WBGene00009797)	W05H9.4 (WBGene00021051)	inside	unmapped	982	6268	TRUE	5482
chrIV:7881066-7882186	ELT2peak05387	lin-36 (WBGene00003021)	atic-1 (WBGene00016957)	overlapStart	overlapStart	18	158	TRUE	5483
